리뷰,예측,확률
인테리어해서 괜찮은거같은데 숙박시간 전화로 물어보길래 의아햇는데 그시간에 맞춰 대실 손님을 받는건지 잘 모르겟는데 바로들어가서 그런지 청결상태와 냄새는 솔직히 좀 실망이었어요 다른건 다 괜찮았습니다,긍정,0.8813
완전 별로 다시는 이용 안해,긍정,0.9282
얼마전에 갔다와서 이제 후기남기네오 전주여행에서 아주 완벽한 숙소를 잡게된 곳이구요 사진그대로 너무 깔끔하고 좋았습니다 굿,긍정,0.9097
깔끔하고 너무 좋았어요,긍정,0.9385
쾌적하고 깨끗해요 동네로 놀러오면 또 올게요 쾌적하고 깨끗해요 동네로 놀러오면 또 올게요 쾌적하고 깨끗해요 동네로 놀러오면 또 올게요 쾌적하고 깨끗해요 동네로 놀러오면 또 올게요,긍정,0.924
신시가지에서 제일 좋은 거 같아요,긍정,0.9319
안마의자에 앉으면 피로가다풀려요,긍정,0.9284
일단 카운터 남자직원 너무친절하고 침구류 또한 깔끔했어요 방도 너무 따뜻하고 전기장판까지 있어서 너무 잘 잤어요 다음에 또 오게되면 방문할께요,긍정,0.9178
변기에 검은색 물 뭔가요 다른사람 변인가요 아니면 콜라인가요 다른사람이 붙이고 뗀 파스가 있지를 않나 최악이네요 청소안하세요,긍정,0.8943
정말 깔끔하고 편한 곳 입니다 잘쉬었 습니다 다음에도 꼭 이용 하겠습니다,긍정,0.9274
객실 입실했을 때 조금 담배 냄새가 났는데 날씨가 습해서 그렇게 느껴진 것 같기도 해요 그런데 화장실과 세면대에 머리카락이 보여서 조금 당황했지만 그럭저럭 이용에 불편함은 없었어요,긍정,0.8929
모기와 거미가 있고 세면대 하수구 부식으로 냄새가 나요,긍정,0.9184
둘이서 하루 숙박하기에 좋은 장소입니다 공간이 많이 좁을 줄 알았는데 괜찮았습니다,긍정,0.9185
만원에 트윈 가성비굿,긍정,0.9292
역시 테라입니당 여긴 올때마다 청결하고 친절하고정말오 좋네용 여기 진짜 추천해요 근처에 숙소 잡으려면 무조건 이곳으로 갑니다용용요용용 근데 사장님이 항상 갈때마다 신분증 검사 철저하게 하심 항상 저를 기억 못 하시는건강 모르겠네용 여기 진짜냄새도 안나고 정말정말 쾌적합니다다 다른곳갔다가 옮겼어요 근처에 먹을 게 많아서 좋아요 맛집 진짜 많음 관광하러 와도 좋을 거 같습니다 왜냐하면 역이랑 정말 가깝고 좋거든요 모두들 테라가세요 굿굿 택시로 이동흐기 좋아요,긍정,0.9049
우선 전주여행와서 잠만 잠시 잘꺼라 저렴한 곳으로 잡았어요 후기가 괜찮아서 예약했었는데 우선 위치가 정말 시내길 가운데 있어요 단점이자 장점이겠지만 도보로 이용하시는 분들은 좋을 것 같아요 하지만 차로는 매우 불편했어요 엄청 좁고 주차장이 정말정말 협소했어요 그리고 객실 안 위생은 쫌 별로였어요 벌레 자국은 엄청많은게 기본이고 침구류 화장실 등 깨끗한 편은 아니였어요 조금 찝찝했어요 방안에 들어가자말자 냄새가 많이 났고 수건도 그렇구요 내부도 많이 오래된 게 느껴지실꺼에요 엄청 옛날집 같다 생각하시면 될것같아요 화장실도요 뜨거운물도 엄청 오래 틀어나야 나오고 건조하고 추웠어요 아쉽지만 재방문의사는 없어요 정말 딱 잠만 잘 분들만 이용하세요,부정,0.0416
신분증 검사 철저히 하시고 친절하셨습니다 게임 해보려고 갔는데 기기 빌릴 땐 카운터에 신분증을 아예 맡겨야 하더라고요 빌리긴 했는데 어떻게 하는지 잘 모르겠어서 조금 하다 말았네요 이것까지 묻기 죄송스러워 가지고 에어컨이라든지 냉장고 등 여러 이슈들이 생겼을 때 전화로 여쭤보면 잘 알려주시고요 방에 컴퓨터 속도 빠르고 괜찮았고요 충전할 수 있는 콘센트 탭도 여기저기 있었습니다 합리적으로 이용할 수 있게끔 대실 시간도 길어서 다 좋았는데 너무 아쉬운 게 입실하고 나서도 거의 몇 시간 동안 이전 사용자의 흡연 냄새인지내내 매캐한 게 고역이었네요,부정,0.1793
전주덕진공원 정문 맞은편 모텔촌에 위치 해 있으며 골목 안이라 골목내 주차 차량들이 많아 주행중 맞은편 차량이 오면 좀 난감합니다 숙소는 좀 낙후되었지만 객실 청소상태는 괜찮았습니다 객실내 넷블릭스공기청정기컴퓨터가 있으며 사용 다 가능하고 침내 안에 전기패드가 있어 따뜻합니다 저는 층에 묵었는데 샤워기 물 수압이 좀 낮으며 온수시 냉수와 온수 번갈아가며 나오길 래 좀 불편했습니다 주차장은 대 내외이며 늦게 오시면 만차입니다 다음에 전주 출장오면,긍정,0.8616
매우 지저분하고 별로임 다시는 안가고싶은 그런 곳,긍정,0.9199
담배냄새를 해결할 필요가 있어요,긍정,0.9252
내일로타고 전주 갔을때 이용했는대 요기어때에 올라왔길래 후기남깁니다 가격 서비스 시설 다 보통입니다 특별함 기대하지마시고 여느 모텔과 비슷해요,긍정,0.9048
충전기는 대여 불가 들어가자마자 담배냄새가 심하게 나거 침구류 자체에서 냄새가 나는 건 아니지만 담배냄새가 배어있어 불편했음 세면대는 석회 물 때가 심해 더러워 보였음 샤워실 문은 제대로 안 막혀져 있어 물도 다 새서 전체적으로 너무 아쉬웠음,긍정,0.8726
처음와봤는데 깔끔하고좋은것같아요 컴퓨터도빠릅니다,긍정,0.9276
항상 친절하시고 룸 컨디션도 괜찮아요 항상 친절하시고 룸 컨디션도 괜찮아요 항상 친절하시고 룸 컨디션도 괜찮아요 항상 친절하시고 룸 컨디션도 괜찮아요,긍정,0.9206
가족여행으로 조용한 숙소를 찾던중 베스트웨스턴을 발견하고 예약했습니다 위치도 시청 근처이고 그렇게 혼잡한 곳이 아니라 조용합니다 지하주차장도 층까지 있는것 같고 생각보다 주차공간이 있는편 입니다 룸 컨디션도 기대 이상으로 깔끔합니다 특이하게 싱크대가 룸 안에 있네요 창밖으로 보이는 뷰는 특별할것 없는 전주 시내뷰 지만 막힌곳 없이 뻥 뚫려서 답답한거 없이 좋습니다 조용한 숙소 찾으시는분들 가족단위로 오실분들에게 괜찮은 숙소인것 같습니다,긍정,0.8613
화장실이 개방형이고 야식 드실거라면 비추천 변기와 같이 야식 괜찮으면 추천 문 닫아도 복도 소음 다들립니다 수건 얇은 수건 장 있습니다 보면 놀랍습니다 카운터로 수건 가지러 갈때 가운도 가지러가시구 제발 카운터에서 열어보세요 객실 올라가서 열어보면 빨래 덜마른 냄새에 현타옵니다 샤워하시면 족욕풀에서 샤워하는것처럼 샤워하실수있습니다 굉장히 하수구 물이 안빠져요 굉장한 데스크 직원의 뻔뻔함 늦은 입실 잡고 입실 했습니다 화장실 개방형 가운 가지러가면서 방 바꿔줄수 없냐니까 빈방없다고함 넷플릭스 보려다가 안되어서 전카운터직원이랑 전화하면서 문자로 사진보내고 했는데도 안되니까 갑자기 방 옴겨준다함 야식산거 다시 다 포장 방옮기면서 분동안 야식 다 식어버리고 현타옴 전주 여행 평생안감,부정,0.0401
아주조아요완전조애요,긍정,0.9304
오픈한지 얼마안된듯 시설이 깨끗하고 객실컨디션도 좋습니다 침구류가좋아서 숙면했어요 도 몰입감도촣아서 넷플릭스보기좋아요 에어드레서도 있습니다 단점은 가 없네요 스탠다드라 그런가,긍정,0.9055
전주호텔 시그니처를 처음방문한날 새로 그랜드오픈한지 얼마안되서 그런가 시설부터 만족스럽다 복도진입 하는순간 냄새부터가 좋았다나만그런가 평일에 이가격이면 싼편은 아니라고 생각했지만 막상 숙소에 들어가보면 이가격에 와도 싼편이다고 생각이 들었다 짐만풀고 근처나가서 놀고올려 했는데 이게뭐야 티비가 커도 너무커서 반했다 나가는걸 포기하고 바로 티비키고 숙소에서 죙일 놀았다 그러고 잠들다가 아침이 되었네 담에 또와야지 사장님이신가 직원분이신가는 모르겠는데 무지친절하셨다,긍정,0.6609
컴퓨터는 장식용이고 담배냄새 쉰내 많이남 안마의자가성비로 가는 곳,긍정,0.911
출장와서 잘쉬다가 갑니다,긍정,0.9338
일단 사진과 리뷰를 통해 예약을 했습니다 새벽 시쯤 예약을 했구요 일행과 함께하는 여행이라 룸을 예약했어요 뭐가 그리 급한지 새벽 시에 전화를 번씩 하시더라고요 기본 예의가 아니라고 생각합니다 생각해주신건 감사하지만 안 받으면 그 다음날에 연락을 주셔도 되는걸 굳이 새벽시에 연락 할 필요가 있을가요 찝찝한 마음으로 방문을했는데 그럭저럭 괜찮았습니다 다만 침대커버가 더러운것 빼고요 충전기가 있다고 하여 충전기를 들고가지 않았는데 충전은 커녕 충전 되지도않은 선을 가져다놔 해놓는거는 뭔가요 점검 하시길 바랍니다 그리고 빈 방에 모닝콜 설정 해놓으셔서 새벽에 잠도 못잤습니다 방음이 잘 안된다는소리입니다 한 번은 실수겠지하고 넘어갔는데 새벽시시 한 시간동안 벨소리 설정해놓는것도 확인 안 하시나요 전화도 잘 안받으시고 룸에서 설정 할 수있는건 별로 없습니다 전체적으로 첫 여행인데 실패하여 아쉽습니다 꼭 제발 꼼꼼한 확인 부탁드리겠습니다 돈 아깝습니다,부정,0.0391
다른건 몰라도 담배냄새 개 오져서 뭐 흡연실인 줄 담배냄새나면 침구를 갈든 페브리즈같은 냄새제거제라도 뿌려놔야 하는거 아닌가요,긍정,0.8905
조식은 괜찮구여 전기장판이 없어서 난방을 빵빵하게 해줘야는데 그렇지않아 추웠네요,긍정,0.9185
다시는 오고 싶지 않은 충격적인 숙소 여인숙보다도 못 한 곳 어떻게 이런 시설과 청결상태로 영업을 하는지 신기하네요 후기가 나쁘지 않은 것도 신기하구요 주차는 호텔 앞에 가능하나 공간이 협소해서 늦게 오면 주차 못 할수도 객실은 진짜 낙후됐고 관리도 전혀 안 돼있네요 그냥 시설만 오래된 게 아니라 관리를 안 함 벽지도 너무 더러워서 비위 상할 정도 먼지도 여기저기 많이 쌓여 있어서 경악스럽고 가장 최악인 건 화장실 세면대가 벽에서 떨어져서 덜렁거리는데 안전 사고 일어나기 좋아 보임 싼 덴 이유가 있으니 다른 곳 가셔요,부정,0.0393
방이 상당히 깨끗하고 더 바랄께 없었어요,긍정,0.9287
리모콘이 고장나있엇어요,긍정,0.9305
전기장판 없습니다 컴퓨터잘되고 잘쉬엇다갑니다,긍정,0.9307
교육 일정때문에 전주에 미리왓는데 방충망이 고장나잇네요 창문은 닫혀잇엇는데청소할때 창문열고 햇을할때 그사이 모기가 엄청들어왓는지 모기엄청 뜯기고 자다깨다 반복 세마리까지 잡다가 포기하고 두시간만에 다시 한시간거리 집에 갑니다 살충제 달라고 왜안햇냐는말은 말아주세요그런거뿌리면 머리아파서 모기보다 내가 더일찍 쓰러집니다,긍정,0.7797
출장으로 지방을 전국 으로 많이 돌아 다니는 편이다 강원도 충청도 전라도 경상도 제주도등 인테리어 일을 하다보니 모텔및호텔을 다른 사람들에 비해 참 많이 다닌다고 생각한다 이번에 가족들과 여행을 전주로 가게 되어서 이곳 전주 라베를 예약 했는데 주차도 좋았고 조식 사진을 찍지는 못했지만 다른 숙소에서 형식으로 주는 조식이 아니고 빵 과일 쥬스 계란 씨리얼 우유 요플레 컵라면 등이었지만 깔끔 하고 정성껏 준비해주신 마음이 느껴져 좋았다 물론 방 청결 및 고객응대도 좋았다 아이들이 살 살인데 유명 호텔이나 리조트가 아닌 곳을 또 오자고 한것은 처음이다 아이들이 이렇게 이야기 하다니 아이들이 바라보는 시선은 거짓이 없다고 생각한다 다음에도 전주오면 이곳으로 오자고 하니 라베를 직접 고른 내가 가족들한테 좀 뿌듯 했다 이 돈에 이 만한 청결에 이정도 고객응대 좋고 이정도 주차 걱정안하는 곳이 과연 몇이나 있겠냐고 다음에 오는 투숙객들에게 말하고 싶고 적극 추천한다 사장님 잘 쉬다 갑니다 담에 전주에 온다면 다시 오도록 하겠습니다,긍정,0.7436
잘 있다가 갑니다,긍정,0.9355
자주 이용하지만 불친절 할때도 있어요,긍정,0.9278
주차장 입구 찾기 어려우니 조심하세요 한번지나치면 일방통행이라 한바퀴 돌아야합니다 서비스는 비지니스 호텔이라고 생각해도 수준 이하입니다 그냥 눈만 붙이고 나오기엔 가격이 싸지도 않습니다 비추,긍정,0.8816
예전에 자주이용하던곳인데 부분리모델링 진행됨 전체적으로 조명이 어두운곳이였는데 조명 밝게 변경되었고 기타 일부가구 바뀌었고 티비 도 다양하게 시청 할수있게 바뀌어서 좋음 여전히 층이상 방들에서는 수압이 매우좋지않고 청소상태는 아직도 깔끔한편은 아님 하지만 가격이 매우 저렴한편이고 주창도 넓은편이고 가성비 숙소입니다 티비도 크고 예전보다는 매우 개선되었음 각방에 있던 스타일러는 다치우신듯함 그건조금 아쉽고 로션 타올등 일회용품으로 변경된것도좋음 최근 자주이욤하고있는중인데 룸상태가 다 다르네요 그리고방에 식탁이 없어져서 음식먹을때불편해요그리고 베게는 개로다시바뀌면좋겧습니다,긍정,0.8298
