리뷰,실제,예측
방금 막 청소한 느낌으로 화장실이 물로 다 젖어있는 게 좀 그렇긴 한데 그래디 대실 시간도 길고 시설도 좋고 방마다 고데기도 있고 컴퓨터도 있고 만족했습니다,중립,부정
깔끔하고 가격도 저렴하고 정말 맘에 들어요 침대 난방매트가 정말 잘 돼서 놀랐어요,중립,긍정
시설이 좋아해서 매번 얻기는 하지만 직원분들 너무 불친절해요 어쩔 수 없이 가기하는데 좀 친절하세요,중립,긍정
시간 숙박이라 너무 좋고 주변에 편의점 및 식당가들이 많아서 이용하기에도 좋았습니다 전기장판도 에어컨도 같이 있어서 자는데 불편한 것도 없었어요,중립,긍정
지하에 주차공간 있어서 주차 아침에 무료 조식도 나와서 간단히 아침 때울 수 있어서 시설도 무난하게 좋아요 다만 방이 좀 좁은 거랑 냄새가 좀 나서 환기 좀 했었어요 그래도 가격 대비 아주 훌륭합니다,부정,중립
오래된 느낌 넷플릭스 안됨 욕실에 욕조 있는 건 좋음,부정,중립
사장님 친절하시고 객실 청결상태 깔끔하네요 특실이 없어 일반실 예약하고 들어왔는데 좋아요 담배 냄새도 안 나고요 컴퓨터하고 티브이 연결되어 있어서 영화 편 재미있게 보고 갑니다 다음에 여자친구하고 또 이용할게요,중립,긍정
가격 대비해서 대실 시간은 다른 곳보다 넉넉하게 주는 거 같습니다 객실 상태도 눈에 띄게 더럽거나 하진 않았던 거 같습니다 화장실 같은 경우도 욕조도 있고 수압도 괜찮고 배수도 나쁘지 않았던 거 같네요 일단 마음에 들었던 거는 옷걸이가 있고 세면대가 화장실까지 가지 않아도 이용이 가능한 점은 만족스러웠습니다 그런데 사장님인지 아닌지는 모르겠지만 느낌상 사장님이실 거 같은데 갑자기 인터폰이 오더니 퇴실 예정 시간보다 분 일찍 퇴실해 줄 수 있냐고 연락이 오더군요 이유를 물으니 청소를 하고 다른 손님을 받아야 한다고요 결국에는 시간 다 채우고 퇴실하기는 했지만 중간에 저런 전화를 받으니 기분은 좋지 않더라고요 시설 자체는 만족했지만 저런 일이 있으니 저는 다음에는 이용하지 않을 거 같네요,부정,중립
인테리어도 깔끔하고 객실도 냄새 안 나고 깨끗합니다,긍정,중립
전주에 올 때마다 머무는 단골 호텔입니다 매번 이용할 때마다 청결 상태가 훌륭해서 기분 좋게 머물 수 있어요 객실에 비치된 가 매우 커서 영화나 예능을 보기에도 안성맞춤이고 화장실이 객실과 분리되어 있어 더욱 위생적이고 편리합니다 전주역에서 가까운 거리에 위치해 있어서 대중교통 이용 시에도 매우 편리하며 외부 소음이나 특유의 냄새 같은 불쾌한 요소가 전혀 없어 조용하고 쾌적한 휴식을 취할 수 있었습니다 대실 시간이 넉넉한 편이라 여유롭게 시간을 보낼 수 있었고 가격도 부담스럽지 않아 만족도가 높았습니다 다음에 또 전주에 오게 된다면 망설임 없이 이곳을 선택할 거예요,긍정,중립
일단 홍보 사진과 똑같은 상태의 숙소라 좋았고요 욕조 보고 예약했는데 시원하게 목욕도 하고 잘 지냈습니다 컴퓨터도 잘 돌아가고 울 가족 만족스럽게 자고 왔네요,중립,긍정
객실도 크고 욕조도 넓고 잘 쉬다 갑니다,중립,긍정
푹 쉬었어요 너무 푹 쉬었습니다 가격대도 좋고 진짜 가성비 이상이에요 카운터에 있으신 분 친절하시고요 필요한 거 있으면 바로바로 주십니다 빵 냄새랑 먼지에 민감한 편인데 여긴 엄청 괜찮아요 창문이 잘 돼있어서 환기 시키기에도 편하고요 탁자도 있어서 배달 시켜 먹기 좋아요 티브이도 적당해서 넷플릭스 유튜브 등등 볼 수 있어요 스타일러도 있어서 옷 관리할 수 있어요 침대도 좀 편해서 잠이 잘 와요 수압도 적당하고요 욕조도 있어요 냉장고에 물개 음료 개 있어요 다음에도 이용할게요,중립,긍정
자주 이용 하니다 계속 이용할 겁니다,부정,중립
별로 기데 안 하고 그냥 고속버스터미널 가까운 싸고 적당해 보이는 호텔 잡은 건 데 기대를 안 해서 그런지 생각보다 좋았음 전날 전주 아늑 호텔 다음날 이비스 전주 투숙했는데 그렇게 처지는 느낌도 안 들고 조금 낡긴 했지만 그렇다고 남루하거나 더럽진 않고 여러 가지로 만족하는 투숙이었음 모텔 특유의 침대 방수포와 빵빵해서 꺼지지 않는 방수 배게 빼고는 크게 불편한 거 없었고 혼자 투숙하는 데 생수 병과 음료수 기대 안 했는데 조식을 층 카페에서 떡라면을 줌 다시 전주 오면 또 이용할 것 같음,중립,긍정
진짜 저만 알고 싶은 숙소는 처음이네요 장거리 커플이라서 숙박업체 유목민이에요 엄청 이리저리 돌아다녀 봤는데 이번에 새로 오픈했다고 했는데 가격도 매우 괜찮아서 이용해 보기로 하였습니다 들어오자마자 외관도 너무 깔끔하고 역시 오픈한 지 얼마 안 되었다는 느낌이 확 들더라고요 숙소 예약 확인하고 숙소 너무 좋다고 자주 이용해야지 하면서 애인이랑 즐겁게 이야기 중이었는데 자주 오라는 의미로 객실 업그레이드까지 해 주시는 사장님 센스 너무 감동받았습니다 장거리 커플이라 숙소 자주 이용하는데 앞으로 한 달에 최소 한 번 이상은 여기서 꼭 연복할 거 같네요 이제 숙소 정착하려고요 룸 컨디션 최상이고요 에어컨 매트리스 어디 하나 흠잡을 거 없네요 사장님 꼭 번창하세요 자주 이용할게요,긍정,중립
스마일은 주변에 늦게까지 대실 하는 곳이 없는데 그런 점에서 큰 메리트가 있는 것 같아요 위치적으로는 주변 먹거리 쪽과는 좀 거리가 동떨어져있어 아쉬울 수 있지만 운동한다고 생각하고 얘기하면서 좀 더 걷다 보면 어느새 도착해있으니 그러려니 합니다 평일 저녁이나 주말 저녁에 날이 춥거나 좀 쉬고 싶을 때 종종 이용하는 거 같아요 시설이나 인테리어는 그래도 좀 노후화된 게 없지 않아 있긴 한데 그래도 감안하고 이용할 만한 거 같아요 전기장판이 뜨듯하게 잘돼있는 점도 맘에 듭니다,중립,부정
날씨가 더워서 그런지 시간을 매우 여유롭게 이용해 주셔서 감사히 쉬다 갑니다 깨끗하고 청결한 항상 스마일을 이용하지만 오늘은 시간이 길어서 더욱 푹 쉬다 갑니다 재방문에 요,중립,긍정
언제나 자주 이용하는 전주 광관 호텔입니다 항상 청결하고 보일러도 따뜻해서 좋아요 내 집 같은 편안함은 덤이고요 호를 묵어본 적이 있는데 다른 방들은 방음이 잘 되는데 호는 옆방인지 윗방인지 다른 사람 말소리가 엄청 들려서 약간 신경이 쓰였어요 그 사람들 목소리가 큰 것일 수도 있고요 새벽 시까지 계속 말소리가 들리더라고요,중립,부정
전주 호텔아이 숙박은 최고였습니다 일단 금연 건물이라 숙소 전체에서 흡연이 불가한 곳이라 담배 냄새가 전혀 없었습니다 숙소를 찾을 때 가장 중요시하는 게 당연히 객실 컨디션인데요 객실의 청결도가 최고로 기대 이상이었습니다 머리카락 같은 것도 하나 없이 관리가 되고 있었습니다 특히 화장실 수압도 세고 깨끗해서 기분까지 좋아지는 숙소입니다 접근성도 따지는데요 편의점 주변 맥줏집도 가깝고 뭐하나 흠잡을 곳이 없는 숙소입니다 티브이도 크고 누워서 넷플릭스 몰아보기 딱 좋은 컨디션이었습니다 다음에도 재방문 의사 퍼 숙소였습니다 호텔아이 파이팅,중립,긍정
시설도 오래되고 청결상태도 엉망입니다 단지 직원분이 친절하셔서 감안하고 숙박했네요 너무 엉망이었어요,부정,중립
좋아요 늘 잘 다니고 있어요 샤워기 호스가 고장 났더라고요 빠른 수리하시면 좋을 것 같아요 그래도 시설 언제나 만족입니다,중립,긍정
넷플릭스가 계속 끊겨서 아쉬워요,부정,중립
주차도 내가 직접 할 수 있는데도 늘 시시티브이로 확인하시고 바로 나오셔서 주차 직접 해주시고 나갈 때도 차 밖에다가 바로 운행할 수 있게 만들어주시고 침구류가 진짜 미친 듯이 푹신해요 직장인이라 격주로 매주 쉬러 오는데 진짜 힐링 제대로 하고 갑니다,중립,부정
시설 좋고 다 좋은데 담배 냄새 잘 빼줬으면 굿,긍정,중립
일단 새로 오픈해서 객실 자체는 깨끗합니다 엘리베이터가 없어서 계단으로 이동했어요 근데 객실이 좁아도 너무 좁습니다 디럭스방으로 예약했는데 커플이 쓰기 불편해요 딱인 출장자들이 쓰기 좋은 크기 앉을 자리도 없고 의자도 없고 테이블도 없고 티브이도 침대랑 평행으로 있어서 보기 불편했어요 지하에 음악홀이 있어서 노랫소리 계속 들리고요 외풍도 심해서 공기가 차가운데 보일러 가동도 안되더라고요 수압도 너무 약하고 물도 너무 뜨겁거나 너무 차갑거나 둘 중 하나에요 중간이 없습니다 보디워시 향기는 좋았습니다,부정,중립
접근성 전주시내 중심가에 있으며 주변에 식당과 편의점 등이 있어서 편리하다 심지어 도서관도 위생 창틀까지 신경 쓸정도로 깨끗하고 무엇보다 담배냄새가 없어 좋다 매트리스 상태 라텍스로 적당히 푹신하여 좋으나 오염방지를 위해 비닐을 깐 것은 거슬린다 편의용품 샴푸 컨디셔너 비누 등 일회용품을 제공하고 있으며 생수는 층에서 언제든지 추가로 꺼내 갈 수 있다 다만 믹스커피없는 점층에서 원두커피 제공은 커피믹스를 좋아하는 사람에게는 아쉬운 점이다 조망 탁트인 곳은 아니나 그렇다고 꽉 막히지도 않아 답답하지않다 조식 간단조식으로 삶은달걀 음료수 토스트 과일 요거트 숭늉을 제공해서 아침으로 너무 잘 해결했다 난방 욕조 스타일러 스텐 커피포트 스탠다드임에도 개별난방 욕조 및 스타일러가 있어 확실히 만족했다 커피포트가 스테인레스라서 환경호르몬에 예민한 사람은 좋아할 듯 하다 친절 항상 사람이 카운터에 있어 불편사항을 들어 준다 실내사진은 호텔 소개사진과 큰 차이없어 다른 사진을 올립니다,중립,부정
신시에서 술 마실 일이 있어서 아예 방 잡고 마셨는데 메인 거리 바로 뒤라 거리도 가깝고 방도 널찍하고 화장실이랑 욕실이 분리되어 있어서 첨엔 응했는데 떨어져 있으니 좋은 점도 있더라고요 잘 쉬다가 갑니다,중립,부정
전반적으로 깔끔하고 청결한 곳인 듯 침대 깔끔 중간 정도 위치가 맘에 좀 문 입구 쪽으로 있어서 중수한 사이즈 넷플 사용 가능 만족 욕실 아담 수암 너무 약함 아쉬움 샤워 부스 좀된 느낌 망가져있는 부분 있음 청결상태 양호 괜찮습니다 깨끗이 청소함 느낌 주차장 별도 주차장 있어 좁지 않음 전반적으로 만족 이 정도 단가에 이 정도면 좋음 다음에 재방문 가능할 것 같음 나중에 출장 오면 다시 또 이용하겠습니다,부정,중립
안녕하세요 오픈 전부터 기다렸다가 오픈한 주부터 대실이나 숙박 이용하고 있는 사람입니다 생긴지 얼마 안 된 곳이라서인지 시설이 매우 좋으며 이용할 때마다 청결 도와 서비스 등 여러 가지가 매우 좋고 이용 때마다 만족하고 있습니다 이래서인지 매주 한 번 이상 마리 호텔 터미널점에서 대실이라든지 숙박을 이용 중입니다 타지에서 오고 갈 때는 숙박을 주로 이용하고 전주에 있을 때 잠시 쉬어가고 싶을 때는 대실을 주로 이용합니다 예약도 앱으로 해서 편리하게 이용할 수 있고 예약할 때 조금 더 혜택볼 수 있는 것으로 해서 저나 같이 이용하는 사람의 것으로 예약합니다 갈 때마다 직원이 같은 분이 아님에도 불구하고 서비스가 늘 친절하고 배려해 주십니다 위의 내용은 직접 경험해 보면 알 것입니다 그리고 이용 후 솔직하게 느낀 점을 리뷰로 남길 시에 무료 숙박권도 준다고 합니다 이 또한 마리 호텔 터미널점의 장점이지 않을까란 생각합니다 이곳이 오랫동안 있었으면 좋겠습니다,중립,긍정
하루만 있기에는 아쉬운 곳이라고 봅니다 며칠씩 있어도 충분히 여유롭게 지내실 수 있는 곳이고요 앞으로도 여기만 이용할 예정입니다 시간 가는 줄 모르고 가는 곳이기 때문에 이용하기 굿,부정,중립
친절도는 가득이에요 굿 쉴 수 있는 시간도 길어서 너무 좋지마는 창문이 너무 커서 환기가 좀 불편해요 그것만 좀 개선하면은 진짜 좋을 것 같아요,중립,긍정
스탠더드룸 치고는 넓어서 만족했어요 들어가자마자 방 냄새가 조금 불편해서 실망했지만 그것 빼고는 다 좋았습니다,중립,긍정
잘 쉬다 갑니다 시간이라 쉬기 충분했어요,중립,부정
사진은 없는데 시설이 청결했고 조식이 있어 아침에 일찍 나가야 했는데 유용했습니다 다만 방 배정이 먹자골목 쪽이어서 늦게까지 취객의 소리가 올라와서 조금 잠을 설쳤어요 방에 덧문이 있어서 친구랑 가서 욕실 사용하기도 편했어요 요즘 투명 문의 있는 호텔들도 많아서 전 이점에 점수를 줍니다,부정,중립
